FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores,SchemeType,NewRatingPending,Geocode,AddressLine2,AddressLine3,PostCode,AddressLine1,AddressLine4
1819349,AC-072024-013902,Boat Lane Court Ltd,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2025-03-03,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,34 Brett Street,Manchester,M22 4EZ,,
1820972,AC-072024-015891,Boba Cha,Mobile caterer,7846,5,fhrs_5_en-GB,2023-05-23,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Oxford Road,Manchester,M13 9PL,The Market Place University Place,
1831005,AC032025-20900,bobacha,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Booth Street East,Manchester,M13 9SS,Manchester School of Management,
1818881,AC-072024-013326,Bobby's Convenience Store,Retailers - other,4613,4,fhrs_4_en-GB,2019-05-17,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,184-190 Rochdale Road,Manchester,M40 7RA,,
1791238,AC122024-19856,Bobby's Salt & Pepper,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2025-06-08,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,35 Lloyd Street South,Manchester,M14 7HS,,
1819085,AC-072024-013606,Bobo Goa,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,2025-03-17,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,185 Hollyhedge Road,Manchester,M22 8UE,,
1766390,AC082024-17300,Bob's Cafe,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-03-19,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Timpson Road,Manchester,M23 9LL,Roundthorn Industrial Estate,
1819459,AC-072024-014035,Bodybarre (Cafe),Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-02-29,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,35-37 Thomas Street,Manchester,M4 1NA,Second Floor,
1821852,AC092024-18218,Bohdi Supplements,Retailers - other,4613,Exempt,fhrs_exempt_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,25 Bradford Road,Manchester,M40 7EY,,
1821940,AC102024-18624,Bohee Cafe,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2025-11-12,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,364 Barlow Moor Road,Manchester,M21 8AZ,,
1817236,AC-072024-005960,Bohee Cafe,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-02-12,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,55 Chorlton Street,Manchester,M1 3FY,,
1818531,AC-072024-007768,Bold Street Coffee,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,53 Cross Street,Manchester,M2 4JN,,
1820505,AC-072024-015336,Bold Street Coffee,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2023-05-23,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,140 Oxford Road,Manchester,M13 9GP,Unit 5,
1818422,AC-072024-007619,Bombay Chaaat,Mobile caterer,7846,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Oxford Road,Manchester,M15 6BX,All Saints Park,
1818765,AC-072024-013169,Bombay Flavours,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2022-07-12,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,299-301 Palatine Road,Manchester,M22 4HH,,
1817119,AC-072024-005823,Bondi Bowls @ Kampus,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-04-26,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,57 Chorlton Street,Manchester,M1 3FY,,
1894639,AC102025-24934,Bonnie's Cafe Munchies Ltd,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2026-01-22,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,293-293A Victoria Avenue,Manchester,M9 0NG,,
1818030,AC-072024-006899,Boogalu,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,2024-07-25,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,12 Tariff Street,Manchester,M1 2FF,Basement And Ground Floor,
1821992,AC102024-18935,BoohooMan,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2025-03-04,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,20 Pollard Street East,Manchester,M40 7FS,,
1819024,AC-072024-013530,Booker Cash & Carry Ltd,Distributors/Transporters,7,5,fhrs_5_en-GB,2024-09-24,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Cornwall Street,Manchester,M11 2NR,,
1818918,AC-072024-013390,Booker Wholesale,Distributors/Transporters,7,5,fhrs_5_en-GB,2025-02-13,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Stockport Road,Manchester,M12 6AJ,,
1818126,AC-072024-007014,Boom Battle Bar,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,2023-06-19,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Withy Grove,Manchester,M4 2BS,Unit 2a The Printworks,
1818624,AC-072024-012981,Boost Juice Bars,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2016-05-06,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Market Street,Manchester,M4 2HU,10a Arndale Centre,
1817710,AC-072024-006519,Boost Juice Bars,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2024-07-21,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Market Street,Manchester,M4 3AQ,Unit 826 Upper Mall Arndale Shopping Centre,
1817358,AC-072024-006100,Booth Centre,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,2025-07-24,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Pimblett Street,Manchester,M3 1FU,Edward Holt House,
1818609,AC-072024-012963,Boots The Chemist,Retailers - other,4613,5,fhrs_5_en-GB,2019-03-01,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Terminal 1 Manchester Airport,Manchester,M90 3FH,Store 1295 Airside,
1818863,AC-072024-013297,Boots The Chemists,Retailers - other,4613,5,fhrs_5_en-GB,2012-03-02,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,32 Market Street,Manchester,M1 1PL,,
1819357,AC-072024-013910,Boots The Chemists,Retailers - other,4613,5,fhrs_5_en-GB,2024-09-27,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,11-13 Piccadilly,Manchester,M1 1LY,,
1820864,AC-072024-015761,Boots The Chemists,Retailers - other,4613,Exempt,fhrs_exempt_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,736-740 Wilmslow Road,Manchester,M20 2DW,,
1819027,AC-072024-013534,Boots The Chemists,Retailers - other,4613,5,fhrs_5_en-GB,2014-10-08,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Cheetham Hill Road,Cheetham Hill,M8 8EP,Manchester Fort Shopping Park,Manchester
1819011,AC-072024-013513,Boots The Chemists,Retailers - other,4613,5,fhrs_5_en-GB,2019-03-01,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Terminal 1 Manchester Airport,Manchester,M90 3HS,Store 2035 Airside,
1820865,AC-072024-015762,Boots The Chemists,Retailers - other,4613,5,fhrs_5_en-GB,2012-03-07,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Ringway Road,Manchester,M90 3BB,Terminal 3 Manchester Airport,
1818693,AC-072024-013071,Boots The Chemists,Retailers - other,4613,5,fhrs_5_en-GB,2012-03-07,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Manchester Airport,Manchester,M90 4AX,Unit R5 Main Concourse Terminal Two,
1820091,AC-072024-014831,Boots UK,Retailers - other,4613,5,fhrs_5_en-GB,2023-05-09,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Ringway Road,Manchester,M90 4AX,Manchester Airport Terminal 2 Airside,
1817313,AC-072024-006054,Booze & Cigs Polski Sklep,Retailers - other,4613,3,fhrs_3_en-GB,2025-03-18,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,102 Withington Road,Manchester,M16 8FA,,
1821808,AC092024-17907,BOOZE AND FOODS,Retailers - other,4613,2,fhrs_2_en-GB,2024-12-30,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,211 Upper Chorlton Road,Manchester,M16 0BH,,
1819647,AC-072024-014266,Booze Corner Off Licence,Retailers - other,4613,4,fhrs_4_en-GB,2024-04-26,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,442A Wilbraham Road,Manchester,M21 0AG,,
1923080,AC012026-25781,Booze Crooze,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,377E STRETFORD ROAD,MANCHESTER,M15 4AW,,
1820671,AC-072024-015527,Booze Trader,Retailers - other,4613,5,fhrs_5_en-GB,2019-06-18,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,39 Peel Hall Road,Manchester,M22 5DW,,
1816634,AC-072024-005246,Boozy Busters,Retailers - other,4613,4,fhrs_4_en-GB,2023-12-15,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,472 Wilmslow Road,Manchester,M20 3BG,472 Wilmslow Road Manchester M20 3BG,
1821135,AC-072024-016083,Born2reign Day Nursery,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2025-01-30,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Claremont Road,Manchester,M14 7NA,Claremont Sure Start,
1943857,AC042026-27031,Bo's Kitchen,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1821080,AC-072024-016019,Bossmans,Takeaway/sandwich shop,7844,3,fhrs_3_en-GB,2025-02-04,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,2 Meldon Road,Manchester,M13 0TZ,,
1903552,AC122025-25535,BOSSMANS KITCHEN also T/as JAY'S - GREAT TASTING CHICKEN,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,42 Higher Ardwick,Manchester,M12 6DA,Kitchen 3B,
1817794,AC-072024-006624,Boulevard Deli,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-11-24,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,22 The Boulevard,Manchester,M20 2EU,,
1819389,AC-072024-013952,Bouzouki By Night,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-11-01,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,88 Princess Street,Manchester,M1 6NG,,
1818105,AC-072024-006986,Bowker Vale Primary School,School/college/university,7845,5,fhrs_5_en-GB,2025-09-19,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Middleton Road,Manchester,M8 4NB,,
1923142,AC022026-25981,Box of Biryani,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1943849,AC042026-27014,Box of biryani,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1822072,AC122024-19444,BOXCO also T/as The Mobile Kitchen,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-03-10,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,42 Hulme High Street,Manchester,M15 5JS,,
1818070,AC-072024-006949,Boxx2Boxx Coffee,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-05-07,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,399 Palatine Road,Manchester,M22 4JS,,
1820264,AC-072024-015025,BP Airport City SF Connect also T/as M&S and Wild Bean Cafe,Retailers - other,4613,5,fhrs_5_en-GB,2025-03-25,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Sunbank Lane,Manchester,WA15 0PT,Airport City SF Connect,
1821600,AC-072024-016636,BP Civic Centre Service Station,Retailers - other,4613,4,fhrs_4_en-GB,2020-01-29,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Rowlandsway,Manchester,M22 5RG,Civic Centre,
1819321,AC-072024-013870,Bradford Inn,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,2025-02-05,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,112 Bradford Road,Manchester,M40 7AS,,
1943825,AC042026-26931,BRASA at Freight Island,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,11 Baring Street,Manchester,M1 2PY,BRASA at Freight Island,
1819489,AC-072024-014072,Bravastar Food Store,Retailers - other,4613,4,fhrs_4_en-GB,2023-05-02,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,312 Great Western Street,Manchester,M14 4LP,,
1819703,AC-072024-014326,Bravissimi,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-07-21,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Piccadilly Station Approach,Manchester,M1 2GH,Gateway House,
1894546,AC102025-24519,Braysbakery limited,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,127 Briscoe Lane,Manchester,M40 2TP,,
1894612,AC102025-24770,Bread Ahead,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,21 New Cathedral Street,Manchester,M1 1AD,,
1818642,AC-072024-013002,Bread and Butties,Retailers - other,4613,5,fhrs_5_en-GB,2023-02-18,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,36 Longley Lane,Manchester,M22 4JH,,
1820332,AC-072024-015118,Breakfast,Other catering premises,7841,5,fhrs_5_en-GB,2023-09-07,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1906787,AC012026-25731,Brewch,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,97 MANCHESTER ROAD,MANCHESTER,M21 9GA,,
1829152,AC052025-22018,Brew'd,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-06-23,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Ringway Road,Manchester,M90 3NZ,Terminal 3 Manchester Airport,
1923115,AC012026-25892,Brewd & Co.,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1816814,AC-072024-005460,Brewdog,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,2025-08-21,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,35 Peter Street,Manchester,M2 5GD,35 Peter Street Manchester M2 5GD,
1820268,AC-072024-015029,BrewDog Outpost Manchester,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,2023-10-26,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,144 Oxford Road,Manchester,M13 9GP,,
1821125,AC-072024-016072,Brewed Awakening,Mobile caterer,7846,4,fhrs_4_en-GB,2023-08-14,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,3 Hardman Square,Manchester,M3 3EB,,
1923096,AC012026-25846,Brewed Cafe and Bar,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,CHANCELLORS WAY,MANCHESTER,M14 6NN,UTTLEY HOUSE,
1819625,AC-072024-014242,Brewski,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-04-26,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,537-539 Wilbraham Road,Manchester,M21 0UE,,
1849430,AC072025-22912,Brick Cafe,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Hewitt Street,Manchester,M15 4GB,Arch 87,
1818752,AC-072024-013153,Brick Chocolate,Other catering premises,7841,5,fhrs_5_en-GB,2024-05-11,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,,,,,
1849343,AC062025-22601,BRICKHOUSE SOCIAL,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-09-27,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,11-13 New Wakefield Street,Manchester,M1 5NP,,
1816843,AC-072024-005494,Bridge College,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2023-10-31,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Withworth Street,Manchester,M11 2GR,Bridge College Whitworth Street Manchester M11 2GR,
1818750,AC-072024-013149,Bridge Street Tavern,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,2021-11-11,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,58 Bridge Street,Manchester,M3 3BW,Bridge Street Tavern,
1819951,AC-072024-014641,Bridgelea Primary School,School/college/university,7845,5,fhrs_5_en-GB,2025-03-13,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Plymouth Grove West,Manchester,M13 0AQ,,
1817429,AC-072024-006179,Bridgewater Exchange,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2022-08-10,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Ringway Road,Manchester,M90 1QX,Manchester Airport Terminal 2 Airside,
1819398,AC-072024-013964,Bridgewater Hall,Other catering premises,7841,5,fhrs_5_en-GB,2025-03-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Lower Mosley Street,Manchester,M2 3WS,,
1818522,AC-072024-007753,Bridging the Gap Manchester also T/as Foodbank - Warm Space,Other catering premises,7841,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,282 Stretford Road,Manchester,M15 5TQ,Ascension Church Hulne,
1819815,AC-072024-014458,Bright Horizons Didsbury Nursery & Pre School,Other catering premises,7841,5,fhrs_5_en-GB,2025-02-27,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,139A Barlow Moor Road,Manchester,M20 2DY,,
1819037,AC-072024-013544,Brighter Beginnings,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2024-11-29,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,442 Hollinwood Avenue,Manchester,M40 0JH,,
1821305,AC-072024-016289,Brighter Beginnings,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2024-09-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,21 Colmore Drive,Manchester,M9 7GB,,
1819281,AC-072024-013821,Brighter Beginnings Day Nursery,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2025-07-21,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,1 Great Newton Street,Manchester,M40 1GX,,
1819282,AC-072024-013822,Brighter Beginnings Day Nursery,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2024-11-27,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,True,,Broadhill Road,Manchester,M19 1AG,Community Centre,
1821303,AC-072024-016287,Brighter Beginnings Fallowfield Surestart Children's Centre,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2025-12-02,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Waverton Road,Manchester,M14 7CB,,
1819283,AC-072024-013823,Brighter Beginnings Rusholme,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2024-09-06,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Great Western Street,Manchester,M14 4HA,,
1821729,AC082024-17345,Brio Italian Bar & Kitchen,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2025-03-13,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,5 Murray Street,Manchester,M4 6HS,,
1817905,AC-072024-006757,Briscoe Lane Academy also T/as Taylorshaw,School/college/university,7845,5,fhrs_5_en-GB,2025-09-23,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Briscoe Lane,Manchester,M40 2TB,,
1820601,AC-072024-015449,Briscoe Lane Post Office,Retailers - other,4613,4,fhrs_4_en-GB,2019-03-14,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,105A Briscoe Lane,Manchester,M40 2TL,,
1820025,AC-072024-014741,Briscoe Lane Service Station,Retailers - other,4613,4,fhrs_4_en-GB,2022-12-30,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,86 Briscoe Lane,Manchester,M40 2TH,,
1820872,AC-072024-015774,Britannia Airport Hotel,Hotel/bed & breakfast/guest house,7842,5,fhrs_5_en-GB,2024-05-02,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Palatine Road,Manchester,M22 4FH,,
1818992,AC-072024-013492,Britannia Country House Hotel,Hotel/bed & breakfast/guest house,7842,5,fhrs_5_en-GB,2026-03-30,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Palatine Road,Manchester,M20 2WG,,
1819372,AC-072024-013929,Britannia Hotel,Hotel/bed & breakfast/guest house,7842,5,fhrs_5_en-GB,2022-11-16,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,35 Portland Street,Manchester,M1 3LA,,
1819208,AC-072024-013741,British Airways,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,2024-04-12,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Wilmslow Road,Manchester,M20 2BA,Pioneer House Towers Business Park,
1839363,AC052025-22308,British Muslim Heritage Centre,Other catering premises,7841,5,fhrs_5_en-GB,2025-09-09,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,College Road,Manchester,M16 8BP,British Muslim Heritage Centre,
1818929,AC-072024-013404,British Raj,Takeaway/sandwich shop,7844,2,fhrs_2_en-GB,2025-11-24,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,234 Fog Lane,Manchester,M20 6EL,,
1816345,AC022025-20775,Britons Protection,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,2025-02-01,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,50 Great Bridgewater Street,Manchester,M1 5LE,,
1818167,AC-072024-007057,Broad Oak Primary School,School/college/university,7845,5,fhrs_5_en-GB,2026-03-06,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Broad Oak Lane,Manchester,M20 5QB,,
1943866,AC042026-27054,Broadway Wholesale,Distributors/Transporters,7,AwaitingInspection,fhrs_awaitinginspection_en-GB,,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,11 NEW STREET,Manchester,M40 8AW,UNIT 2 HILLBIT HOUSE,
1819347,AC-072024-013900,Brocklehurst Nursing Home,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2025-11-24,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,65 Cavendish Road,Manchester,M20 1JG,,
1831038,AC032025-21262,Brodega,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2025-09-26,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,37-49 Devonshire Street North,Manchester,M12 6JR,,
1819190,AC-072024-013721,Broderick Group Ltd,Other catering premises,7841,5,fhrs_5_en-GB,2016-08-26,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Bradnor Road,Manchester,M22 4TE,Unit 1,
1831209,AC052025-21977,Bronson's burgers,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,2025-08-13,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Dark Lane,Manchester,M12 6FA,Unit 1,
1839378,AC052025-22353,BROOK HOUSE RESIDENTIAL SERVICE,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,2025-10-20,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,376 Slade Lane,Manchester,M19 2BU,,
1818296,AC-072024-007427,Brookburn Primary School,School/college/university,7845,5,fhrs_5_en-GB,2024-10-18,415,Manchester,http://www.manchester.gov.uk,envhealth@manchester.gov.uk,,FHRS,False,,Brookburn Road,Manchester,M21 8EH,,
